,날짜,서적/문구,소비자물가지수,소매판매지수,점수,소비
0,2012-12,0.1183333271428626,0.0017823955831368643,0.02358974358974364,0,1
1,2013-01,-0.06921518482845668,0.005999457553566456,-0.08617234468937873,0,0
2,2013-02,-0.10712578055307753,0.0033431110344233073,-0.04824561403508776,0,0
3,2013-03,0.4711583036270919,-0.0009243534899717742,0.07834101382488479,1,1
4,2013-04,-0.20483531409168088,-0.0013878130648077303,-0.018162393162392987,0,0
5,2013-05,-0.10421563268652634,0.0,0.052230685527747456,0,1
6,2013-06,-0.07959910607366494,-0.0012173706947631313,-0.03619441571871773,0,0
7,2013-07,0.1604072229450324,0.0021464782655593595,0.02253218884120156,0,1
8,2013-08,-0.08836478548856486,0.0035410993552831282,-0.044071353620146914,0,0
9,2013-09,0.014355210177511069,0.0019412685814796937,0.03183315038419332,0,1
10,2013-10,-0.011676892957953267,-0.003050771256382534,0.03297872340425534,0,1
11,2013-11,0.014116093440490252,-0.00019326991216961353,0.016477857878475888,0,1
12,2013-12,0.16842989343586523,0.0012135401005197721,0.012158054711246313,0,1
13,2014-01,-0.1038116591928252,0.005373864355511682,-0.03503503503503502,0,0
14,2014-02,-0.08135881322756777,0.0026672356769443795,-0.10062240663900412,0,0
15,2014-03,0.4592743598883384,0.001840817195147837,0.10380622837370246,1,0
16,2014-04,-0.28614047799404985,0.0006478816394590581,-0.03343782654127481,0,0
17,2014-05,-0.02103429847865601,0.0016451907359840146,0.06054054054054059,0,0
18,2014-06,-0.09124291122735928,-0.001282200722694915,-0.03669724770642191,0,0
19,2014-07,0.19212169666587453,0.0014642220524572203,0.020105820105820182,0,1
20,2014-08,-0.06826148899224582,0.001748140614074245,-0.024896265560165998,0,0
21,2014-09,0.020185121060146916,-0.0006451544669014986,0.018085106382978777,0,1
22,2014-10,-0.03531915380478934,-0.003016192189649658,0.017763845350052376,0,0
23,2014-11,0.036877144709584586,-0.0020168780850272627,0.026694045174537884,0,1
24,2014-12,0.14209840015861142,-9.57294048822277e-05,0.052000000000000046,0,0
25,2015-01,-0.07515398354170488,0.006776163223624065,-0.1045627376425855,0,0
26,2015-02,-0.11656734035295424,-0.0005916972200796788,-0.013800424628450103,0,0
27,2015-03,0.5148402386205768,9.515049636843464e-05,0.06781485468245418,1,1
